"Date","Sale","Is Marketplace","Total (USD)","Refunds (USD)","Tax (USD)","Platform Fee (USD)","Net Total (USD)"
"2025-02-15 06:38:11","Order #84725677","No","0","0","0","0","0"
"2025-02-15 13:07:21","Order #84725678","No","0","0","0","0","0"
"2025-02-15 16:20:31","Order #84725679","No","0","0","0","0","0"
"2025-02-15 20:07:31","Order #84725680","No","0","0","0","0","0"
"2025-02-16 06:15:04","Order #84725681","No","0","0","0","0","0"
"2025-02-16 08:20:27","Order #84725682","No","0","0","0","0","0"
"2025-02-16 11:36:55","Order #84725683","No","0","0","0","0","0"
"2025-02-16 18:54:41","Order #84725684","No","0","0","0","0","0"
"2025-02-17 06:57:06","Order #84725685","No","0","0","0","0","0"
"2025-02-17 11:18:13","Order #84725686","No","0","0","0","0","0"
"2025-02-17 13:44:11","Order #84725687","No","0","0","0","0","0"
"2025-02-18 04:20:57","Order #84725688","No","0","0","0","0","0"
"2025-02-18 05:57:41","Order #84725689","No","0","0","0","0","0"
"2025-02-18 14:08:38","Order #84725690","No","0","0","0","0","0"
"2025-02-19 20:55:22","Order #84725691","No","0","0","0","0","0"
"2025-02-20 12:50:23","Order #84725692","No","0","0","0","0","0"
"2025-02-20 14:45:17","Order #84725693","No","0","0","0","0","0"
"2025-02-21 13:21:17","Order #84725694","No","0","0","0","0","0"
"2025-02-22 15:16:13","Order #84725695","No","0","0","0","0","0"
"2025-02-22 21:36:08","Order #84725696","No","0","0","0","0","0"
"2025-02-23 19:40:13","Order #84725697","No","0","0","0","0","0"
"2025-02-24 02:16:39","Order #84725698","No","0","0","0","0","0"
"2025-02-24 06:37:57","Order #84725699","No","0","0","0","0","0"
"2025-02-24 12:05:29","Order #84725700","No","0","0","0","0","0"
"2025-02-24 17:27:57","Order #84725701","No","0","0","0","0","0"
"2025-02-24 22:34:13","Order #84725702","No","0","0","0","0","0"
"2025-02-25 02:06:46","Order #84725703","No","0","0","0","0","0"
"2025-02-25 08:40:30","Order #84725704","No","0","0","0","0","0"
"2025-02-25 09:26:55","Order #84725705","No","0","0","0","0","0"
"2025-02-25 16:09:48","Order #84725706","No","0","0","0","0","0"
"2025-02-25 20:19:00","Order #84725707","No","0","0","0","0","0"
"2025-02-26 03:55:51","Order #84725708","No","0","0","0","0","0"
"2025-02-26 04:30:21","Order #84725709","No","0","0","0","0","0"
"2025-02-27 18:58:24","Order #84725710","No","0","0","0","0","0"
"2025-02-28 11:50:52","Order #84725711","No","0","0","0","0","0"
"2025-03-01 06:28:37","Order #84725712","No","0","0","0","0","0"
"2025-03-01 15:14:18","Order #84725713","No","0","0","0","0","0"
"2025-03-02 02:13:13","Order #84725714","No","0","0","0","0","0"
"2025-03-02 09:08:49","Order #84725715","No","0","0","0","0","0"
"2025-03-02 13:04:57","Order #84725716","No","0","0","0","0","0"
"2025-03-03 16:23:29","Order #84725717","No","0","0","0","0","0"
"2025-03-03 19:41:55","Order #84725718","No","0","0","0","0","0"
"2025-03-04 06:44:46","Order #84725719","No","0","0","0","0","0"
"2025-03-04 08:15:45","Order #84725720","No","0","0","0","0","0"
"2025-03-04 10:15:38","Order #84725721","No","0","0","0","0","0"
"2025-03-05 01:51:26","Order #84725722","No","0","0","0","0","0"
"2025-03-05 05:53:09","Order #84725723","No","0","0","0","0","0"
"2025-03-05 12:17:53","Order #84725724","No","0","0","0","0","0"
"2025-03-05 17:00:47","Order #84725725","No","0","0","0","0","0"
"2025-03-06 06:57:45","Order #84725726","No","0","0","0","0","0"
"2025-03-06 23:58:15","Order #84725727","No","0","0","0","0","0"
"2025-03-07 19:03:28","Order #84725728","No","0","0","0","0","0"
"2025-03-08 00:14:12","Order #84725729","No","0","0","0","0","0"
"2025-03-08 06:37:15","Order #84725730","No","0","0","0","0","0"
"2025-03-08 07:05:10","Order #84725731","No","0","0","0","0","0"
"2025-03-08 14:42:40","Order #84725732","No","0","0","0","0","0"
"2025-03-08 14:43:30","Order #84725733","No","0","0","0","0","0"
"2025-03-08 18:35:50","Order #84725734","No","0","0","0","0","0"
"2025-03-08 18:59:44","Order #84725735","No","0","0","0","0","0"
"2025-03-08 23:11:00","Order #84725736","No","0","0","0","0","0"
"2025-03-10 09:45:23","Order #84725737","No","0","0","0","0","0"
"2025-03-10 16:29:49","Order #84725738","No","0","0","0","0","0"
"2025-03-10 22:08:02","Order #84725739","No","0","0","0","0","0"
"2025-03-11 07:32:16","Order #84725740","No","0","0","0","0","0"
"2025-03-11 10:33:25","Order #84725741","No","0","0","0","0","0"
"2025-03-11 11:45:23","Order #84725742","No","0","0","0","0","0"
"2025-03-12 08:33:04","Order #84725743","No","0","0","0","0","0"
"2025-03-12 08:50:46","Order #84725744","No","0","0","0","0","0"
"2025-03-12 14:30:35","Order #84725745","No","0","0","0","0","0"
"2025-03-12 16:15:02","Order #84725746","No","0","0","0","0","0"
"2025-03-31 18:53:35","Order #84725747","No","88.2","0","0","-7.57","80.63"
"2025-04-14 00:00:00","Payout fee","-","0","0","0","0","0"
